,person,cantidad_sesiones,promedio_sesiones_sec,tiempo_total_sesiones_sec,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,act_ult_30_dias,act_ult_20_dias,act_ult_15_dias,act_ult_5_dias,act_ult_1_dias,act_ult_25_dias,act_ult_10_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,label
29456,a6fa914f,2,379.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0,28,45,14,45,28,18.0,18.0,18.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29458,a6fcd8d8,2,2408.0,4817.0,24.0,1.0,0.0,25.0,0.96,0.0,0.04,26.0,7.0,12.0,0,1,47,3,3,3,77,77.0,77.0,77.0,77.0,0.0,77.0,77.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0
29462,a6fcd8d8,2,2408.0,4817.0,24.0,1.0,0.0,25.0,0.96,0.0,0.04,26.0,7.0,12.0,4,0,4,2,2,3,77,77.0,77.0,77.0,77.0,0.0,77.0,77.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0
29501,a734485c,1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,141,141,141,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29537,a7717ecc,22,1836.0000000000002,40391.0,238.0,15.0,75.0,328.0,0.725609756097561,0.22865853658536586,0.04573170731707317,400.0,69.0,215.0,0,1,287,20,7,20,646,646.0,638.0,392.0,239.0,64.0,646.0,374.0,9.0,9.0,9.0,4.0,4.0,0.0,0.0,0.0
29541,a779434c,1,639.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0,0,34,3,3,3,34,34.0,34.0,34.0,34.0,0.0,34.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
29551,a787a2b6,2,184.0,368.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,5.0,5.0,0,0,20,47,4,47,20,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29560,a79311f5,20,401.0,8029.000000000001,9.0,77.0,0.0,86.0,0.10465116279069768,0.0,0.8953488372093024,86.0,8.0,45.0,0,1,72,115,82,115,197,28.0,24.0,23.0,2.0,0.0,28.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29582,a7b5325c,1,2857.0,2857.0,6.0,0.0,2.0,8.0,0.75,0.25,0.0,9.0,6.0,7.0,0,1,18,3,3,3,30,30.0,30.0,30.0,30.0,0.0,30.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
29583,a7b5325c,1,2857.0,2857.0,6.0,0.0,2.0,8.0,0.75,0.25,0.0,9.0,6.0,7.0,1,0,12,3,3,3,30,30.0,30.0,30.0,30.0,0.0,30.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
29589,a7bc4d8f,3,1229.0,3687.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,14.0,0,0,36,15,14,15,36,36.0,36.0,33.0,0.0,0.0,36.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
29601,a7c7fdb2,1,139.0,139.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,9,14,14,14,9,9.0,9.0,9.0,0.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29635,a7fdf09e,1,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,1,1,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29638,a8001ea5,6,905.0,5428.0,27.0,0.0,0.0,27.0,1.0,0.0,0.0,27.0,14.0,19.0,0,1,2,3,3,3,61,61.0,61.0,61.0,61.0,11.0,61.0,61.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0
29657,a81965c7,1,15.000000000000002,15.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,3,3,3,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29659,a81d99c6,1,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,12,12,12,4,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29664,a82577d3,2,1950.0000000000002,3901.0000000000005,17.0,0.0,10.0,27.0,0.6296296296296297,0.37037037037037035,0.0,29.0,11.0,25.0,0,0,62,3,2,3,62,62.0,62.0,62.0,62.0,0.0,62.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29672,a83856a2,4,980.0000000000001,3919.0000000000005,5.0,49.0,3.0,57.0,0.08771929824561403,0.05263157894736842,0.8596491228070176,59.0,17.0,40.0,0,1,35,30,15,30,87,67.0,67.0,6.0,3.0,0.0,67.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
29673,a83856a2,4,980.0000000000001,3919.0000000000005,5.0,49.0,3.0,57.0,0.08771929824561403,0.05263157894736842,0.8596491228070176,59.0,17.0,40.0,1,0,52,15,1,30,87,67.0,67.0,6.0,3.0,0.0,67.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
29692,a8492e11,1,683.0,683.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,6,0,0,0,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29695,a8509bb0,2,277.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,0,0,14,30,8,30,14,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29715,a879f712,39,725.0,28294.0,335.0,36.0,38.0,409.0,0.8190709046454768,0.09290953545232274,0.08801955990220049,414.0,28.0,109.0,0,0,549,142,4,142,549,133.0,51.0,46.0,29.0,0.0,65.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29797,a8ec142a,2,1160.0,2320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,17,28,25,28,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29802,a8efc26a,1,919.0000000000001,919.0000000000001,3.0,8.0,0.0,11.0,0.2727272727272727,0.0,0.7272727272727273,11.0,2.0,7.0,0,0,20,10,10,10,20,20.0,20.0,20.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29846,a930cb14,1,601.0,601.0,5.0,13.0,0.0,18.0,0.2777777777777778,0.0,0.7222222222222222,18.0,6.0,11.0,0,0,26,14,14,14,26,26.0,26.0,26.0,0.0,0.0,26.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29877,a94df466,1,731.0,731.0,4.0,0.0,4.0,8.0,0.5,0.5,0.0,8.0,6.0,7.0,0,0,29,0,0,0,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29885,a95b1c3d,1,168.0,168.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0,0,9,15,15,15,9,9.0,9.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
29889,a960449d,1,423.0,423.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,8,16,16,16,8,8.0,8.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
29892,a963515b,6,1031.0,6185.0,18.0,10.0,1.0,29.0,0.6206896551724138,0.034482758620689655,0.3448275862068966,32.0,12.0,15.0,0,1,78,83,69,83,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29893,a963515b,6,1031.0,6185.0,18.0,10.0,1.0,29.0,0.6206896551724138,0.034482758620689655,0.3448275862068966,32.0,12.0,15.0,1,1,7,69,69,83,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29894,a963515b,6,1031.0,6185.0,18.0,10.0,1.0,29.0,0.6206896551724138,0.034482758620689655,0.3448275862068966,32.0,12.0,15.0,2,1,9,69,69,83,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29895,a963515b,6,1031.0,6185.0,18.0,10.0,1.0,29.0,0.6206896551724138,0.034482758620689655,0.3448275862068966,32.0,12.0,15.0,3,1,3,69,69,83,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29896,a963515b,6,1031.0,6185.0,18.0,10.0,1.0,29.0,0.6206896551724138,0.034482758620689655,0.3448275862068966,32.0,12.0,15.0,4,1,3,69,69,83,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29897,a963515b,6,1031.0,6185.0,18.0,10.0,1.0,29.0,0.6206896551724138,0.034482758620689655,0.3448275862068966,32.0,12.0,15.0,5,1,3,69,69,83,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29929,a9abe80d,7,28.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,16,15,1,15,16,16.0,16.0,12.0,6.0,0.0,16.0,10.0,7.0,7.0,7.0,6.0,5.0,3.0,0.0,0.0
29943,a9bcc7ee,3,15.000000000000002,45.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,0,0,10,13,11,13,10,10.0,10.0,10.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29960,a9d069d2,1,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,71,71,71,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29986,aa036c4f,2,27.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0,0,7,15,5,15,7,7.0,7.0,3.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30016,aa361410,1,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0,0,10,11,11,11,10,10.0,10.0,10.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30023,aa3cbc43,3,1232.0,3695.0000000000005,37.0,1.0,0.0,38.0,0.9736842105263158,0.0,0.02631578947368421,38.0,8.0,25.0,0,0,64,3,0,3,64,64.0,64.0,64.0,64.0,24.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30084,aa967068,1,1884.0000000000002,1884.0000000000002,20.0,0.0,9.0,29.0,0.6896551724137931,0.3103448275862069,0.0,32.0,9.0,17.0,0,0,63,16,16,16,63,63.0,63.0,0.0,0.0,0.0,63.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30085,aa974a9b,4,168.0,671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,14.0,0,0,33,147,9,147,33,19.0,19.0,19.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30086,aa975b12,4,218.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,34.0,0,0,71,58,16,58,71,31.0,31.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30092,aa9cbebf,1,739.0,739.0,1.0,1.0,0.0,2.0,0.5,0.0,0.5,2.0,2.0,2.0,0,0,12,55,55,55,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30100,aaa4e8a2,2,1564.0,3128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,0,0,16,15,11,15,16,16.0,16.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30126,aacd5367,18,1123.0,20220.0,25.0,26.0,0.0,51.0,0.49019607843137253,0.0,0.5098039215686274,51.0,16.0,27.0,1,1,20,127,127,128,184,59.0,59.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30151,aad91678,10,460.00000000000006,4596.0,1.0,86.0,0.0,87.0,0.011494252873563218,0.0,0.9885057471264368,89.0,8.0,26.0,2,0,65,97,9,98,159,22.0,19.0,19.0,0.0,0.0,22.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30179,aafb01b8,9,434.0,3909.0000000000005,12.0,1.0,0.0,13.0,0.9230769230769231,0.0,0.07692307692307693,13.0,3.0,9.0,2,1,41,93,2,97,52,34.0,34.0,34.0,34.0,0.0,34.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
30181,aafd98d5,2,804.0,1607.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,4.0,6.0,0,1,29,10,1,10,30,30.0,30.0,30.0,24.0,0.0,30.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
30183,aafda668,1,376.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,1,1,8,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30187,ab016dd8,3,85.0,255.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0,0,28,19,0,19,28,28.0,28.0,24.0,3.0,3.0,28.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30205,ab29645d,13,320.0,4161.0,23.0,39.0,0.0,62.0,0.3709677419354839,0.0,0.6290322580645161,62.0,5.0,29.0,0,0,97,21,2,21,97,97.0,86.0,58.0,14.0,0.0,97.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30229,ab5928b2,1,30.000000000000004,30.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,5,5,5,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30236,ab657cda,15,496.00000000000006,7433.000000000001,43.0,1.0,0.0,44.0,0.9772727272727273,0.0,0.022727272727272728,50.0,19.0,27.0,0,1,85,18,2,18,125,125.0,125.0,80.0,76.0,15.0,125.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
30237,ab657cda,15,496.00000000000006,7433.000000000001,43.0,1.0,0.0,44.0,0.9772727272727273,0.0,0.022727272727272728,50.0,19.0,27.0,1,0,40,1,0,18,125,125.0,125.0,80.0,76.0,15.0,125.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
30260,ab93c456,5,198.0,990.0000000000001,2.0,15.0,0.0,17.0,0.11764705882352941,0.0,0.8823529411764706,17.0,5.0,8.0,0,0,33,2,1,2,33,33.0,33.0,33.0,33.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30262,ab99ecf4,39,275.0,10729.0,58.0,0.0,1.0,59.0,0.9830508474576272,0.01694915254237288,0.0,60.0,16.0,27.0,0,1,185,34,13,34,231,186.0,142.0,136.0,3.0,0.0,150.0,35.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0
30287,abb94de0,1,197.0,197.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,11,16,16,16,11,11.0,11.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30293,abc88f13,1,17.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,5,5,5,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30294,abc8a440,9,111.0,997.0000000000001,34.0,1.0,37.0,72.0,0.4722222222222222,0.5138888888888888,0.013888888888888888,81.0,24.0,57.0,0,0,111,41,4,41,111,39.0,7.0,7.0,7.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30304,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,0,1,42,31,28,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30305,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,1,1,120,28,28,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30306,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,2,1,1,28,28,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30307,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,3,1,194,28,14,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30308,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,4,1,61,14,13,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30309,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,5,1,1,13,13,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30310,abd61dd4,24,1132.0,27163.0,20.0,18.0,104.0,142.0,0.14084507042253522,0.7323943661971831,0.1267605633802817,152.0,23.0,86.0,6,0,68,13,0,31,487,457.0,228.0,201.0,11.0,6.0,277.0,11.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
30319,abdf1d3b,1,846.0,846.0,4.0,0.0,8.0,12.0,0.3333333333333333,0.6666666666666666,0.0,12.0,2.0,7.0,0,0,15,3,3,3,15,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30359,ac102edc,5,264.0,1320.0,8.0,8.0,0.0,16.0,0.5,0.0,0.5,16.0,2.0,6.0,0,0,50,19,2,19,50,50.0,50.0,34.0,9.0,0.0,50.0,9.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0
30360,ac107c9c,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,3,2,2,2,3,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30377,ac34389f,1,31.000000000000004,31.000000000000004,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,2,2,2,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30394,ac4a94ea,22,256.0,5641.0,137.0,10.0,5.0,152.0,0.9013157894736842,0.03289473684210526,0.06578947368421052,152.0,27.0,76.0,0,0,218,72,0,72,218,177.0,177.0,150.0,76.0,51.0,177.0,108.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
30395,ac4ef1f4,4,798.0,3194.0,1.0,36.0,0.0,37.0,0.02702702702702703,0.0,0.972972972972973,37.0,10.0,25.0,0,0,91,35,21,35,91,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30398,ac542dab,4,133.0,532.0,3.0,13.0,0.0,16.0,0.1875,0.0,0.8125,16.0,4.0,14.0,0,1,16,8,7,8,31,31.0,31.0,31.0,15.0,0.0,31.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30400,ac542dab,4,133.0,532.0,3.0,13.0,0.0,16.0,0.1875,0.0,0.8125,16.0,4.0,14.0,2,1,1,2,2,8,31,31.0,31.0,31.0,15.0,0.0,31.0,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30403,ac54f159,2,82.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0,0,15,29,6,29,15,15.0,11.0,11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30435,ac73425f,10,376.0,3764.0000000000005,4.0,0.0,7.0,11.0,0.36363636363636365,0.6363636363636364,0.0,11.0,5.0,6.0,0,1,49,90,86,90,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30444,ac89253a,4,3913.0000000000005,15651.000000000002,12.0,128.0,1.0,141.0,0.0851063829787234,0.0070921985815602835,0.9078014184397163,143.0,12.0,62.0,0,0,188,2,1,2,188,188.0,188.0,188.0,188.0,0.0,188.0,188.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
30458,ac9e1ec1,1,875.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,0,8,1,1,1,8,8.0,8.0,8.0,8.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
30487,acc30075,14,563.0,7885.000000000001,8.0,35.0,3.0,46.0,0.17391304347826086,0.06521739130434782,0.7608695652173914,46.0,13.0,35.0,0,0,101,10,0,10,101,101.0,101.0,101.0,66.0,40.0,101.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30502,acce34dc,21,1790.0,37599.0,25.0,2.0,89.0,116.0,0.21551724137931033,0.7672413793103449,0.017241379310344827,153.0,21.0,56.0,9,1,10,14,13,18,283,283.0,283.0,16.0,0.0,0.0,283.0,2.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0
30511,acd4de51,4,76.0,306.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,3.0,4.0,0,0,20,18,6,18,20,20.0,20.0,3.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30517,acdc0c9b,2,546.0,1091.0,7.0,2.0,10.0,19.0,0.3684210526315789,0.5263157894736842,0.10526315789473684,22.0,14.0,17.0,0,0,51,17,17,17,51,51.0,51.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30521,ace40a3d,1,61.00000000000001,61.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,0,0,14,72,72,72,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30567,ad29e058,1,748.0,748.0,1.0,0.0,9.0,10.0,0.1,0.9,0.0,10.0,2.0,4.0,0,0,14,1,1,1,14,14.0,14.0,14.0,14.0,0.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30589,ad3ed9a2,1,126.00000000000001,126.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0,0,9,0,0,0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30634,ad757801,2,196.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0,15,16,16,16,15,15.0,15.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
30635,ad76f98b,12,133.0,1597.0,59.0,23.0,0.0,82.0,0.7195121951219512,0.0,0.2804878048780488,82.0,16.0,67.0,0,0,143,83,27,83,143,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30650,ad8cebac,5,1684.0,8422.0,17.0,1.0,28.0,46.0,0.3695652173913043,0.6086956521739131,0.021739130434782608,46.0,17.0,30.0,0,1,100,3,2,3,122,122.0,122.0,122.0,122.0,1.0,122.0,122.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
30660,ad95e05f,1,13.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,3,3,3,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30667,ad9b8841,1,421.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,14.0,0,0,31,10,10,10,31,31.0,31.0,31.0,0.0,0.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30668,ad9c339a,47,353.0,16590.0,31.0,115.0,5.0,151.0,0.2052980132450331,0.033112582781456956,0.7615894039735099,154.0,26.0,99.0,0,0,395,59,1,59,395,226.0,177.0,158.0,83.0,0.0,199.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30678,adaa9274,2,776.0,1551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,11.0,0,0,23,10,2,10,23,23.0,23.0,23.0,12.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30704,adcefc78,3,36.0,107.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0,0,13,17,2,17,13,13.0,13.0,2.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30736,ae0f6ee1,1,983.0000000000001,983.0000000000001,27.0,8.0,0.0,35.0,0.7714285714285715,0.0,0.22857142857142856,35.0,12.0,23.0,0,0,43,1,1,1,43,43.0,43.0,43.0,43.0,0.0,43.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30739,ae12cc10,12,598.0,7182.0,111.0,16.0,0.0,127.0,0.8740157480314961,0.0,0.12598425196850394,128.0,13.0,50.0,0,1,173,24,16,24,180,180.0,66.0,2.0,0.0,0.0,180.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
