,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,label
24010,9eea3b0d,1,1148.0,1148.0,1.0,1148.0,1148.0,1.0,1148.0,1148.0,1.0,1148.0,1148.0,1.0,1148.0,1148.0,1.0,1148.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,9,7,7,7,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24034,9f0ca520,1,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,10,10,10,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
24044,9f26665b,4,259.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,4.0,6.0,0,0,23,76,47,76,23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24073,9f58eccb,8,603.0,4821.0,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,1.0,3316.0,3316.0,0.0,0.0,0.0,1.0,103.0,0.0,104.0,0.009615384615384616,0.0,0.9903846153846154,105.0,8.0,40.0,2,0,63,9,3,100,146,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,146,63.0,63.0,63.0,63.0,63.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
24101,9f85f3bf,17,1706.0,28997.0,17.0,1706.0,28997.0,15.0,1787.0,26801.0,14.0,1876.0000000000002,26260.0,9.0,1918.0000000000002,17261.0,5.0,1137.0,5685.0,1.0,1180.0,1180.0,0.0,0.0,0.0,256.0,32.0,4.0,292.0,0.8767123287671232,0.0136986301369863,0.1095890410958904,300.0,45.0,146.0,0,0,379,29,1,29,379,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,379,379.0,321.0,307.0,197.0,60.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
24111,9f98e0ea,7,1044.0,7306.000000000001,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,2.0,2192.0,4383.0,2.0,2.0,5.0,9.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,15.0,9.0,12.0,0,0,81,71,0,71,81,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,81,39.0,39.0,39.0,39.0,39.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
24119,9fa3ee4e,2,36.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,10,34,11,34,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24130,9fb24eca,1,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0,0,13,7,7,7,13,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24137,9fbc9d91,7,311.0,2180.0,1.0,537.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,14.0,0.9285714285714286,0.0,0.07142857142857142,14.0,4.0,9.0,0,0,50,115,28,115,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24144,9fc502eb,2,170.0,341.0,2.0,170.0,341.0,2.0,170.0,341.0,2.0,170.0,341.0,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,12.0,0.0,0.0,12.0,1.0,0.0,0.0,12.0,1.0,4.0,0,0,22,16,0,16,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22.0,22.0,22.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24145,9fca071a,1,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,1.0,4.0,1,0,7,0,0,0,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24190,a008b5c4,3,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,2.0,396.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,0,0,19,9,1,9,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19,19.0,19.0,19.0,19.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24206,a01b3dbf,13,685.0,8905.0,4.0,614.0,2458.0,3.0,819.0,2456.0,3.0,819.0,2456.0,3.0,819.0,2456.0,3.0,819.0,2456.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,1.0,0.0,0.0,68.0,5.0,24.0,1,0,86,36,5,36,157,5.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,157,66.0,63.0,63.0,63.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
24231,a0536716,1,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,0.0,0.0,0.0,17.0,4.0,2.0,23.0,0.7391304347826086,0.08695652173913043,0.17391304347826086,25.0,15.0,22.0,0,0,32,4,4,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24306,a0b2e467,1,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,81,81,81,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24326,a0de02fd,1,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,6,6,6,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24359,a1182406,19,500.00000000000006,9499.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,22.0,327.0,39.0,388.0,0.05670103092783505,0.10051546391752578,0.8427835051546392,406.0,39.0,153.0,3,0,76,71,0,125,461,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,29.0,29.0,29.0,29.0,29.0,29.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24360,a11be3a7,4,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,0.0,0.0,0.0,7.0,16.0,0.0,23.0,0.30434782608695654,0.0,0.6956521739130435,23.0,9.0,14.0,0,0,76,4,3,4,76,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,76,76.0,76.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
24365,a1266388,14,66.0,928.0000000000001,2.0,164.0,328.0,2.0,164.0,328.0,2.0,164.0,328.0,1.0,20.0,20.0,1.0,20.0,20.0,1.0,20.0,20.0,0.0,0.0,0.0,9.0,14.0,13.0,36.0,0.25,0.3611111111111111,0.3888888888888889,36.0,13.0,25.0,0,0,88,61,3,61,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,20.0,20.0,20.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24377,a142c7d0,1,464.00000000000006,464.00000000000006,1.0,464.00000000000006,464.00000000000006,1.0,464.00000000000006,464.00000000000006,1.0,464.00000000000006,464.00000000000006,1.0,464.00000000000006,464.00000000000006,1.0,464.00000000000006,464.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0,0,7,5,5,5,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24393,a16bc220,2,242.00000000000003,485.00000000000006,2.0,242.00000000000003,485.00000000000006,2.0,242.00000000000003,485.00000000000006,2.0,242.00000000000003,485.00000000000006,2.0,242.00000000000003,485.00000000000006,2.0,242.00000000000003,485.00000000000006,2.0,242.00000000000003,485.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,7.0,0,0,32,2,2,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24418,a1918050,30,371.0,11133.0,30.0,371.0,11133.0,30.0,371.0,11133.0,30.0,371.0,11133.0,30.0,371.0,11133.0,30.0,371.0,11133.0,21.0,126.00000000000001,2649.0,6.0,184.0,1104.0,50.0,1.0,1.0,52.0,0.9615384615384616,0.019230769230769232,0.019230769230769232,52.0,7.0,26.0,2,0,107,6,0,6,129,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,129,129.0,129.0,129.0,129.0,129.0,45.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24429,a1b0d9e0,4,367.0,1467.0,4.0,367.0,1467.0,4.0,367.0,1467.0,4.0,367.0,1467.0,4.0,367.0,1467.0,4.0,367.0,1467.0,4.0,367.0,1467.0,2.0,32.0,65.0,11.0,1.0,1.0,13.0,0.8461538461538461,0.07692307692307693,0.07692307692307693,13.0,4.0,5.0,1,0,25,1,0,1,39,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,39,39.0,39.0,39.0,39.0,39.0,39.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
24451,a1c967fa,1,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,1.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,5,13,13,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24454,a1d1e7de,3,61.00000000000001,184.0,3.0,61.00000000000001,184.0,2.0,18.0,35.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0,0,12,26,0,26,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.0,7.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24487,a20774c5,1,65.0,65.0,1.0,65.0,65.0,1.0,65.0,65.0,1.0,65.0,65.0,1.0,65.0,65.0,1.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,9,9,9,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24494,a20d70d4,1,1558.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,11.0,0.7272727272727273,0.0,0.2727272727272727,15.0,4.0,10.0,0,0,40,102,102,102,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24501,a21475b3,14,848.0,11877.0,10.0,1094.0,10939.0,10.0,1094.0,10939.0,5.0,607.0,3035.0,5.0,607.0,3035.0,5.0,607.0,3035.0,3.0,810.0,2430.0,1.0,349.0,349.0,12.0,310.0,9.0,331.0,0.03625377643504532,0.027190332326283987,0.9365558912386707,331.0,18.0,102.0,0,0,395,72,0,72,395,5.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,395,355.0,355.0,188.0,188.0,188.0,128.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
24511,a2262fb7,1,353.0,353.0,1.0,353.0,353.0,1.0,353.0,353.0,1.0,353.0,353.0,1.0,353.0,353.0,1.0,353.0,353.0,1.0,353.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,0,0,8,1,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24557,a279339a,1,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,1.0,147.0,147.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.5,0.0,0.5,2.0,2.0,2.0,0,0,11,4,4,4,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24586,a2a4a31f,3,49.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,0.0,0.0,11.0,2.0,6.0,0,0,18,76,54,76,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24615,a2ce8f2c,13,333.0,4334.0,13.0,333.0,4334.0,13.0,333.0,4334.0,13.0,333.0,4334.0,13.0,333.0,4334.0,8.0,343.0,2743.0,4.0,435.0,1739.0,1.0,1003.0000000000001,1003.0000000000001,32.0,9.0,6.0,47.0,0.6808510638297872,0.1276595744680851,0.19148936170212766,47.0,12.0,21.0,0,0,129,12,0,12,129,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,129,129.0,129.0,129.0,129.0,65.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
24635,a2f9e8a3,5,727.0,3634.0,1.0,863.0,863.0,1.0,863.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,21.0,30.0,0.26666666666666666,0.7,0.03333333333333333,30.0,8.0,15.0,0,0,53,70,24,70,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24689,a3548a03,1,31.000000000000004,31.000000000000004,1.0,31.000000000000004,31.000000000000004,1.0,31.000000000000004,31.000000000000004,1.0,31.000000000000004,31.000000000000004,1.0,31.000000000000004,31.000000000000004,1.0,31.000000000000004,31.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,5,7,7,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24700,a36ec27c,3,160.0,480.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.3333333333333333,0.6666666666666666,0.0,3.0,2.0,2.0,0,0,19,66,65,66,19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24720,a3a172ed,4,950.0000000000001,3802.0000000000005,4.0,950.0000000000001,3802.0000000000005,4.0,950.0000000000001,3802.0000000000005,4.0,950.0000000000001,3802.0000000000005,4.0,950.0000000000001,3802.0000000000005,4.0,950.0000000000001,3802.0000000000005,1.0,538.0,538.0,0.0,0.0,0.0,1.0,0.0,12.0,13.0,0.07692307692307693,0.9230769230769231,0.0,13.0,3.0,5.0,0,0,29,7,3,7,29,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,29,29.0,29.0,29.0,29.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24722,a3a339fa,3,77.0,231.00000000000003,2.0,104.0,207.0,2.0,104.0,207.0,1.0,206.0,206.0,1.0,206.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,0.7142857142857143,0.0,0.2857142857142857,7.0,4.0,5.0,0,0,20,48,14,48,20,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20,15.0,15.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
24759,a3cd4fbd,1,15.000000000000002,15.000000000000002,1.0,15.000000000000002,15.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,0,0,5,27,27,27,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24762,a3d262fe,3,1022.0000000000001,3067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2,0,5,68,67,68,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24769,a3e01fff,10,1248.0,12484.0,10.0,1248.0,12484.0,10.0,1248.0,12484.0,10.0,1248.0,12484.0,10.0,1248.0,12484.0,10.0,1248.0,12484.0,4.0,655.0,2621.0,0.0,0.0,0.0,270.0,57.0,27.0,354.0,0.7627118644067796,0.07627118644067797,0.16101694915254236,361.0,39.0,154.0,0,0,402,8,3,8,402,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,402,402.0,402.0,402.0,402.0,402.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
24782,a3f5d158,6,620.0,3718.0000000000005,6.0,620.0,3718.0000000000005,6.0,620.0,3718.0000000000005,6.0,620.0,3718.0000000000005,6.0,620.0,3718.0000000000005,6.0,620.0,3718.0000000000005,4.0,832.0,3326.0,2.0,1554.0,3109.0,21.0,0.0,5.0,26.0,0.8076923076923077,0.19230769230769232,0.0,26.0,7.0,15.0,0,0,62,7,0,7,62,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,62,62.0,62.0,62.0,62.0,62.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
