,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,promedio_sesiones_sec,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
39966,e2086c5f,0,38,16,23.0,5.0,17.0,4,156.0,38.0,16,13,38,0.0
39980,e21b284a,0,2,10,0.0,0.0,0.0,1,0.0,2.0,10,10,2,0.0
39987,e21efac9,0,16,14,3.0,2.0,2.0,1,1306.0,16.0,14,14,16,1.0
40002,e226e4ca,8,20,30,8.0,1.0,6.0,49,450.0,342.0,6,1,342,0.0
40015,e238932e,2,65,138,52.0,11.0,28.0,18,262.0,151.0,10,7,165,1.0
40054,e261a72d,0,6,13,4.0,1.0,2.0,1,148.0,6.0,13,13,6,1.0
40115,e2b14013,0,27,6,16.0,3.0,12.0,1,927.0000000000001,27.0,6,6,27,0.0
40129,e2c8e1c1,0,19,1,8.0,2.0,8.0,1,620.0,19.0,1,1,19,1.0
40136,e2d0453d,0,38,10,26.0,5.0,16.0,1,432.0,38.0,10,10,38,0.0
40165,e2f3512b,0,14,112,8.0,3.0,7.0,1,184.0,0.0,112,112,14,1.0
40238,e35a7cd5,0,35,1,15.0,5.0,9.0,3,925.0000000000001,35.0,1,0,35,0.0
40244,e3625a07,0,138,24,62.0,6.0,35.0,15,371.0,138.0,24,2,138,1.0
40266,e37da703,0,9,2,1.0,1.0,1.0,1,1935.0000000000002,9.0,2,2,9,1.0
40267,e37f92f7,0,15,27,4.0,3.0,4.0,1,157.0,15.0,27,27,15,1.0
40281,e3a254a7,0,25,15,17.0,1.0,6.0,1,2531.0,25.0,15,15,25,0.0
40315,e3d63389,0,15,75,2.0,2.0,2.0,2,185.0,6.0,75,0,15,1.0
40323,e3e2a306,0,15,13,4.0,2.0,3.0,3,57.0,15.0,13,13,15,0.0
40352,e40328ad,0,31,15,21.0,5.0,12.0,2,764.0,31.0,15,8,31,1.0
40365,e40e146d,0,131,82,76.0,11.0,51.0,11,1122.0,68.0,82,1,131,1.0
40373,e41e2993,0,13,1,8.0,4.0,7.0,2,120.00000000000001,13.0,1,1,13,1.0
40387,e433e274,0,79,21,67.0,13.0,46.0,4,224.0,79.0,21,11,79,0.0
40400,e444a0d0,0,16,62,3.0,2.0,2.0,2,210.0,0.0,62,61,16,1.0
40427,e468d93f,0,16,10,11.0,2.0,5.0,2,28.0,16.0,10,6,16,1.0
40431,e46e646b,1,30,57,23.0,9.0,17.0,3,603.0,0.0,56,56,51,1.0
40442,e480e960,0,86,0,79.0,13.0,41.0,2,1266.0,86.0,0,0,86,0.0
40469,e4b02ea2,0,26,31,20.0,2.0,11.0,2,245.00000000000003,26.0,31,7,26,1.0
40472,e4b2cf2a,0,42,15,17.0,7.0,9.0,2,413.0,42.0,15,14,42,0.0
40484,e4bf705e,0,10,54,4.0,2.0,2.0,2,104.0,0.0,54,42,10,1.0
40516,e4f2ed24,0,27,12,17.0,3.0,12.0,1,622.0,27.0,12,12,27,0.0
40580,e55f7d70,13,179,44,64.0,14.0,31.0,118,678.0,428.0,15,0,1055,1.0
40581,e55ffbac,0,21,0,4.0,3.0,3.0,1,856.0,22.0,0,0,22,1.0
40607,e58f5628,0,84,8,29.0,9.0,16.0,6,437.0,84.0,8,1,84,0.0
40622,e5a4044f,0,145,69,126.0,18.0,66.0,10,376.0,12.0,69,2,145,0.0
40627,e5a8b4ba,0,20,10,11.0,4.0,9.0,1,410.0,20.0,10,10,20,1.0
40642,e5bb09ca,0,4,6,1.0,1.0,1.0,1,14.0,4.0,6,6,4,0.0
40664,e5dff1ce,0,4,0,0.0,0.0,0.0,1,467.00000000000006,4.0,0,0,4,1.0
40677,e5ed9079,0,98,1,54.0,4.0,29.0,5,408.0,98.0,1,0,98,0.0
40681,e5f5a1c2,0,46,8,8.0,6.0,7.0,2,354.0,46.0,8,6,46,0.0
40723,e630d1d0,0,27,41,8.0,1.0,3.0,5,421.0,24.0,41,7,27,0.0
40735,e64f0aae,0,5,7,2.0,1.0,1.0,1,75.0,5.0,7,7,5,0.0
40737,e6520f74,0,395,32,208.0,18.0,109.0,44,628.0,387.0,32,0,395,0.0
40767,e67cf9ba,0,28,24,15.0,4.0,10.0,4,120.00000000000001,28.0,24,14,28,0.0
40792,e69393d9,1,58,9,17.0,7.0,14.0,5,712.0,83.0,9,3,83,1.0
40852,e6d5ab1e,0,8,3,2.0,1.0,2.0,1,297.0,8.0,3,3,8,1.0
40855,e6ddbbd2,0,102,87,84.0,11.0,47.0,4,561.0,56.0,87,0,102,1.0
40913,e7323ce2,0,46,25,37.0,8.0,24.0,6,102.0,46.0,25,2,46,0.0
40927,e742b35a,0,16,39,5.0,2.0,2.0,1,1806.0,0.0,39,39,16,0.0
40934,e74ed7d5,0,47,26,10.0,3.0,7.0,5,819.0,47.0,26,12,47,1.0
40942,e75a5a64,0,72,21,32.0,11.0,28.0,6,307.0,72.0,21,0,72,1.0
40949,e7642a3d,0,18,12,14.0,3.0,12.0,1,172.0,18.0,12,12,18,0.0
40960,e7753162,0,73,135,33.0,4.0,19.0,10,98.0,7.0,135,15,73,1.0
40982,e78e8eca,0,67,40,51.0,18.0,37.0,3,328.0,63.0,40,12,67,1.0
41027,e7dfa0c4,0,14,1,5.0,3.0,4.0,3,91.0,14.0,1,0,14,0.0
41065,e801aed1,0,11,6,5.0,1.0,3.0,3,33.0,11.0,6,5,11,1.0
41072,e808b1d2,0,9,15,4.0,2.0,2.0,2,239.00000000000003,9.0,15,14,9,0.0
41138,e8556913,0,1,1,0.0,0.0,0.0,1,0.0,1.0,1,1,1,0.0
41162,e8800afc,0,191,17,130.0,13.0,59.0,9,1055.0,191.0,17,16,191,0.0
41171,e893aa37,0,42,1,17.0,4.0,13.0,2,290.0,42.0,1,1,42,0.0
41223,e8e13252,0,9,16,5.0,2.0,4.0,1,77.0,9.0,16,16,9,0.0
41260,e918f6bc,0,121,56,63.0,12.0,46.0,6,396.0,70.0,56,2,121,1.0
41267,e9263b46,0,84,29,40.0,3.0,19.0,8,267.0,84.0,29,7,84,0.0
41337,e98ce082,1,128,7,10.0,4.0,6.0,53,434.0,213.0,6,0,213,0.0
41341,e9903376,0,117,45,45.0,10.0,30.0,13,123.00000000000001,36.0,45,10,117,1.0
41345,e9938ec7,0,173,52,148.0,19.0,69.0,13,433.0,72.0,52,2,173,1.0
41354,e99f661c,0,174,13,71.0,11.0,29.0,6,1312.0,174.0,13,6,174,0.0
41358,e9a1795b,2,81,21,61.0,13.0,44.0,8,679.0,83.0,20,17,83,1.0
41361,e9a921bb,0,27,33,11.0,6.0,10.0,6,142.0,20.0,33,2,27,1.0
41363,e9af34e0,0,70,2,13.0,6.0,7.0,9,376.0,70.0,2,0,70,1.0
41406,e9e8bce7,0,10,90,1.0,1.0,1.0,1,75.0,0.0,90,90,10,1.0
41411,e9ee80b4,0,27,11,19.0,4.0,18.0,2,430.0,27.0,11,0,27,0.0
41415,e9f88fd6,0,17,8,5.0,2.0,4.0,2,1721.0,17.0,8,7,17,0.0
41422,e9ffa493,1,74,77,36.0,4.0,24.0,18,387.0,101.0,25,0,230,1.0
41458,ea3c7b75,0,20,2,16.0,8.0,12.0,1,264.0,20.0,2,2,20,0.0
41504,ea856988,0,49,10,33.0,5.0,20.0,2,556.0,49.0,10,9,49,0.0
41543,eac0753b,0,10,35,1.0,1.0,1.0,2,42.0,3.0,35,0,10,1.0
41549,eac91463,0,22,44,3.0,2.0,3.0,4,66.0,16.0,44,16,22,1.0
41585,eaf0f724,11,49,120,1.0,1.0,1.0,37,768.0,0.0,96,66,290,1.0
41590,eaf76dc3,0,20,28,4.0,4.0,4.0,2,66.0,20.0,28,6,20,1.0
41626,eb2a6152,0,148,31,78.0,4.0,36.0,9,775.0,148.0,31,8,148,0.0
41628,eb2f5a6a,0,38,21,30.0,4.0,20.0,1,2416.0,38.0,21,21,38,0.0
41724,ebb5df7d,0,17,8,4.0,2.0,4.0,2,903.0,17.0,8,8,17,0.0
41752,ebeca34c,0,71,26,39.0,8.0,26.0,7,125.00000000000001,71.0,26,0,71,0.0
41765,ebf9e902,0,22,14,10.0,1.0,2.0,2,1297.0,22.0,14,14,22,0.0
41794,ec2772e0,0,94,4,51.0,13.0,31.0,5,1328.0,94.0,4,0,94,1.0
41802,ec36355a,0,9,7,1.0,1.0,1.0,1,240.00000000000003,9.0,7,7,9,1.0
41809,ec407509,0,88,44,39.0,7.0,20.0,10,289.0,50.0,44,2,88,0.0
41814,ec4b2ac1,0,18,142,5.0,5.0,5.0,4,170.0,3.0,142,2,18,0.0
41886,ecaaca86,0,39,14,27.0,2.0,17.0,2,897.0,39.0,14,3,39,0.0
41904,ecbab588,8,83,72,29.0,9.0,21.0,33,270.0,43.0,64,0,193,0.0
41927,ecd5d90b,0,5,8,1.0,1.0,1.0,1,49.0,5.0,8,8,5,0.0
41928,ecd7628c,0,25,99,2.0,2.0,2.0,3,375.0,0.0,99,50,25,1.0
41929,ecd79d0a,0,788,82,678.0,21.0,193.0,54,356.0,575.0,82,1,788,1.0
41938,ece438e3,0,15,19,3.0,2.0,2.0,2,162.0,15.0,19,10,15,0.0
41939,ece4dd0a,0,214,57,163.0,9.0,39.0,12,400.0,13.0,57,16,214,0.0
41951,ecfe5982,0,3,14,0.0,0.0,0.0,1,2.0,3.0,14,14,3,0.0
41970,ed20564d,0,1,10,0.0,0.0,0.0,1,0.0,1.0,10,10,1,0.0
41999,ed408038,3,1,0,0.0,0.0,0.0,2,1237.0,30.0,0,0,30,1.0
42008,ed4ac974,0,11,1,4.0,1.0,4.0,1,368.0,11.0,1,1,11,1.0
42067,edbf802f,0,78,78,24.0,4.0,5.0,10,499.00000000000006,12.0,78,11,78,1.0
42068,edc00b09,0,8,0,5.0,1.0,5.0,1,123.00000000000001,8.0,0,0,8,0.0
42123,ee11eb83,0,126,121,76.0,32.0,58.0,20,193.0,22.0,121,3,126,1.0
42127,ee1a82ca,0,49,16,19.0,7.0,11.0,11,72.0,49.0,16,6,49,0.0
42129,ee1ba038,0,5,2,3.0,1.0,2.0,1,459.00000000000006,5.0,2,2,5,1.0
42143,ee2f92c8,0,14,12,6.0,3.0,4.0,1,856.0,14.0,12,12,14,0.0
42174,ee541ce4,0,127,43,35.0,19.0,31.0,5,560.0,123.0,43,0,127,1.0
42178,ee58d70c,0,13,3,5.0,4.0,5.0,1,114.0,13.0,3,3,13,0.0
42197,ee697986,0,16,5,10.0,2.0,9.0,1,997.0000000000001,16.0,5,5,16,0.0
42228,ee960c78,1,4,15,1.0,1.0,1.0,1,1243.0,5.0,15,15,5,0.0
42235,ee9e909e,0,23,2,16.0,4.0,9.0,4,275.0,23.0,2,1,23,1.0
42241,eea616b1,0,5,4,1.0,1.0,1.0,2,38.0,5.0,4,4,5,1.0
42268,eece23f4,0,8,0,5.0,1.0,3.0,1,78.0,8.0,0,0,8,0.0
42269,eece5ab9,0,53,10,46.0,12.0,29.0,1,840.0,53.0,10,10,53,0.0
42317,ef25de62,2,15,29,9.0,2.0,6.0,9,532.0,101.0,3,3,101,1.0
42329,ef37fae9,0,50,12,13.0,6.0,10.0,5,380.0,50.0,12,0,50,1.0
42347,ef4d76c5,0,208,84,153.0,20.0,75.0,14,770.0,140.0,84,1,208,1.0
42392,ef8cb24b,0,136,21,61.0,12.0,31.0,14,371.0,136.0,21,0,136,0.0
42396,ef90686a,0,25,74,9.0,7.0,7.0,5,398.0,0.0,74,55,25,1.0
42442,efdc70ea,0,94,75,70.0,8.0,39.0,8,329.0,55.0,75,14,94,1.0
42446,efdfb24e,1,18,12,4.0,3.0,3.0,9,38.0,25.0,12,0,25,1.0
42449,efe8c6c1,0,4,13,2.0,1.0,2.0,1,9.0,4.0,13,13,4,0.0
42486,f01b7439,0,28,15,6.0,3.0,4.0,2,868.0,28.0,15,14,28,0.0
42506,f03c379a,0,131,20,98.0,6.0,39.0,7,531.0,131.0,20,0,131,1.0
42535,f067e137,0,78,1,20.0,6.0,11.0,3,787.0,78.0,1,0,78,0.0
42575,f09d45c4,0,43,147,14.0,7.0,11.0,2,1735.0,0.0,147,51,44,1.0
42628,f0e6ee89,0,8,7,0.0,0.0,0.0,4,1.0,8.0,7,3,8,1.0
42640,f0f89349,0,10,0,2.0,1.0,1.0,1,245.00000000000003,10.0,0,0,10,0.0
42643,f0fb65f6,0,81,49,51.0,18.0,34.0,2,485.00000000000006,78.0,49,15,81,0.0
42677,f142713d,0,8,9,0.0,0.0,0.0,1,160.0,8.0,9,9,8,0.0
42693,f164fbff,0,8,3,2.0,1.0,1.0,1,293.0,8.0,3,3,8,0.0
42728,f185ef4c,0,14,11,7.0,1.0,3.0,1,428.0,14.0,11,11,14,0.0
42737,f1964e8e,0,9,2,3.0,2.0,2.0,2,47.0,9.0,2,1,9,1.0
42752,f1a94fe7,2,81,9,27.0,5.0,17.0,14,373.0,94.0,9,0,94,0.0
42776,f1cc0168,1,14,3,1.0,1.0,1.0,3,344.0,19.0,3,1,19,1.0
42816,f1f7d11d,1,20,16,3.0,2.0,2.0,17,420.0,127.0,12,1,127,1.0
42866,f2408126,0,991,132,913.0,50.0,290.0,17,2147.0,941.0,132,0,991,1.0
42885,f25a2910,0,14,1,3.0,2.0,3.0,2,2497.0,14.0,1,1,14,0.0
42944,f29d7e0f,1,1,0,0.0,0.0,0.0,1,201.0,2.0,0,0,2,0.0
42963,f2c66f79,0,4,1,1.0,1.0,1.0,1,4.0,4.0,1,1,4,0.0
42976,f2e3b743,0,16,19,12.0,1.0,6.0,1,43.0,16.0,19,19,16,1.0
42997,f3117ddc,0,4,2,1.0,1.0,1.0,1,728.0,4.0,2,2,4,0.0
43000,f3160438,0,54,55,46.0,2.0,23.0,3,604.0,33.0,55,21,54,1.0
43107,f3a96107,0,25,0,8.0,2.0,5.0,3,626.0,25.0,0,0,25,0.0
43125,f3c20d0b,0,16,16,5.0,1.0,4.0,2,56.0,16.0,16,16,16,1.0
43131,f3c6e808,0,23,9,5.0,2.0,5.0,3,94.0,23.0,9,5,23,1.0
43138,f3d289ca,0,82,22,56.0,17.0,41.0,7,305.0,82.0,22,4,82,0.0
43174,f402d745,1,6,0,3.0,1.0,3.0,1,2625.0,18.0,0,0,18,1.0
43190,f4118d33,2,48,69,36.0,8.0,26.0,41,666.0,400.0,2,0,484,1.0
43230,f430b2fd,5,12,51,0.0,0.0,0.0,31,753.0,263.0,6,0,408,0.0
43258,f451c398,1,58,7,10.0,8.0,9.0,7,530.0,102.0,2,2,102,0.0
43264,f45709db,0,29,5,25.0,10.0,21.0,1,456.0,29.0,5,5,29,0.0
43291,f47d4cac,1,59,30,3.0,2.0,3.0,22,129.0,103.0,30,2,103,1.0
43294,f47eb610,0,4,13,1.0,1.0,1.0,1,0.0,4.0,13,13,4,0.0
43316,f4a5e3b5,0,4,13,1.0,1.0,1.0,1,59.00000000000001,4.0,13,13,4,0.0
43329,f4bf897a,0,58,12,38.0,12.0,24.0,4,2109.0,58.0,12,3,58,0.0
43340,f4cd04e6,0,12,14,4.0,2.0,3.0,1,292.0,12.0,14,14,12,0.0
43366,f4f289c0,0,11,14,3.0,1.0,2.0,2,26.0,11.0,14,13,11,0.0
43367,f4f7db34,0,460,65,159.0,33.0,68.0,24,580.0,181.0,65,6,460,1.0
43385,f50959fa,0,119,138,89.0,26.0,59.0,5,1003.0000000000001,74.0,138,17,119,0.0
43410,f530be96,0,48,40,20.0,16.0,17.0,4,348.0,8.0,40,6,48,1.0
43419,f5426ae1,0,21,3,8.0,3.0,5.0,1,1138.0,21.0,3,3,21,0.0
43449,f56bd5d2,0,44,8,8.0,1.0,2.0,4,369.0,44.0,8,1,44,1.0
43461,f585ecd9,0,23,123,6.0,2.0,4.0,3,118.00000000000001,20.0,123,14,23,0.0
43485,f5af14f3,0,40,31,18.0,10.0,13.0,5,146.0,40.0,31,12,40,0.0
43507,f5c0cc97,5,6,40,0.0,0.0,0.0,13,620.0,69.0,0,0,132,0.0
43521,f5d09f53,0,18,14,7.0,2.0,4.0,1,285.0,18.0,14,14,18,0.0
43588,f6465fb0,0,113,71,71.0,3.0,13.0,10,260.0,0.0,71,34,113,1.0
43606,f654fd9d,0,10,10,4.0,2.0,3.0,1,472.00000000000006,10.0,10,10,10,1.0
43617,f665348a,1,28,5,6.0,2.0,5.0,10,165.0,29.0,5,2,29,1.0
43660,f6afae46,0,7,1,3.0,3.0,3.0,1,101.0,7.0,1,1,7,1.0
43722,f6f43405,0,81,10,49.0,8.0,36.0,8,212.0,81.0,10,0,81,0.0
43730,f6fb48d8,0,239,23,127.0,15.0,43.0,18,840.0,239.0,23,0,239,1.0
43804,f76b3c7b,1,33,10,8.0,3.0,5.0,8,136.0,48.0,10,3,48,0.0
43829,f78cef71,0,23,6,10.0,3.0,9.0,1,730.0,23.0,6,6,23,1.0
43852,f7a179d6,0,22,17,8.0,1.0,4.0,3,329.0,22.0,17,11,22,0.0
43878,f7d04680,0,6,12,1.0,1.0,1.0,1,38.0,6.0,12,12,6,0.0
43894,f7e24b08,0,25,79,9.0,3.0,4.0,5,247.00000000000003,9.0,79,17,25,1.0
43902,f7eac665,0,24,18,8.0,2.0,5.0,2,226.0,24.0,18,5,24,1.0
43905,f7ef3d85,1,65,28,30.0,3.0,11.0,12,295.0,121.0,27,2,121,0.0
43915,f7fdbbf4,0,77,85,22.0,2.0,13.0,2,848.0,33.0,85,2,77,1.0
43971,f853109d,2,45,19,15.0,1.0,7.0,15,176.0,57.0,19,0,57,1.0
43988,f865d2ad,0,12,0,3.0,1.0,2.0,2,288.0,12.0,0,0,12,0.0
44081,f910f6e8,0,20,10,10.0,1.0,3.0,1,243.00000000000003,20.0,10,10,20,0.0
44102,f933552a,0,37,69,15.0,7.0,12.0,4,288.0,20.0,69,4,37,0.0
44108,f937cc56,1,4,122,0.0,0.0,0.0,11,1449.0,49.0,16,15,216,1.0
44136,f9555569,0,4,10,1.0,1.0,1.0,1,22.0,4.0,10,10,4,0.0
44137,f95715f2,0,8,23,4.0,1.0,3.0,2,83.0,8.0,23,23,8,0.0
44149,f96fe89a,0,15,57,6.0,3.0,4.0,2,85.0,10.0,57,7,15,0.0
44290,fa6682fd,0,55,86,18.0,4.0,12.0,6,515.0,10.0,86,1,55,1.0
44305,fa7627cb,1,111,136,52.0,28.0,41.0,9,481.00000000000006,62.0,136,2,121,1.0
44312,fa800fd4,0,8,9,2.0,1.0,1.0,1,54.0,8.0,9,9,8,0.0
44344,fab234eb,0,45,0,7.0,3.0,4.0,2,379.0,45.0,0,0,45,1.0
44372,fad8b17b,0,10,11,4.0,1.0,2.0,1,197.0,10.0,11,11,10,0.0
44375,fadfa4be,1,446,27,387.0,39.0,173.0,34,702.0,500.0,16,1,500,0.0
44404,fb00f295,2,4,5,0.0,0.0,0.0,10,847.0,95.0,1,1,95,1.0
44417,fb17aed5,0,47,4,13.0,5.0,8.0,6,594.0,47.0,4,0,47,0.0
44461,fb589f12,1,1,2,0.0,0.0,0.0,2,408.0,7.0,1,1,7,1.0
44473,fb6346bc,0,16,6,8.0,1.0,3.0,4,118.00000000000001,16.0,6,0,16,1.0
44474,fb64ce0c,0,18,51,9.0,3.0,8.0,3,49.0,8.0,51,31,18,1.0
44501,fb7fd492,0,15,9,10.0,1.0,5.0,1,83.0,15.0,9,9,15,0.0
44520,fb9c9930,0,48,9,22.0,2.0,8.0,5,733.0,48.0,9,1,48,1.0
44550,fbc7b043,0,78,13,31.0,9.0,23.0,2,595.0,78.0,13,12,78,0.0
44571,fbe82f85,0,4,2,1.0,1.0,1.0,1,3.0,4.0,2,2,4,0.0
44592,fc0ed41a,0,123,68,64.0,29.0,40.0,14,260.0,17.0,68,9,123,1.0
44596,fc163c0f,0,72,79,48.0,5.0,9.0,8,162.0,34.0,79,3,72,1.0
44603,fc278339,1,307,58,85.0,32.0,54.0,64,272.0,122.0,56,4,408,1.0
44641,fc5662b5,1,54,42,15.0,4.0,9.0,24,145.0,132.0,19,5,140,1.0
44697,fcac81d6,0,48,0,36.0,3.0,13.0,1,2444.0,48.0,0,0,48,0.0
44735,fcdb0b35,0,72,3,46.0,6.0,27.0,2,1214.0,72.0,3,0,72,1.0
44740,fcdf76c2,0,22,15,9.0,4.0,6.0,4,132.0,22.0,15,14,22,0.0
44746,fce63e6f,0,33,32,14.0,3.0,6.0,1,558.0,0.0,32,32,33,1.0
44753,fced488f,0,14,56,6.0,6.0,6.0,1,361.0,0.0,56,56,14,1.0
44773,fd0721f7,0,12,10,6.0,4.0,5.0,2,319.0,12.0,10,1,12,1.0
44855,fd8bc27c,0,12,14,4.0,1.0,1.0,3,15.000000000000002,12.0,14,14,12,0.0
44898,fdbb770e,3,443,111,125.0,20.0,61.0,110,422.0,65.0,68,9,777,0.0
44926,fdea1161,0,30,71,13.0,7.0,12.0,5,95.0,0.0,71,46,30,1.0
44942,fe02986e,0,40,27,9.0,3.0,5.0,4,369.0,40.0,27,1,40,1.0
44969,fe2df59e,0,20,9,9.0,2.0,6.0,1,524.0,21.0,9,9,21,0.0
45016,fe7bca52,0,41,120,16.0,10.0,12.0,3,202.0,0.0,120,110,41,1.0
45029,fe93350e,0,22,13,17.0,4.0,16.0,1,217.0,22.0,13,13,22,1.0
45047,feb01195,0,51,10,30.0,2.0,18.0,3,265.0,51.0,10,0,51,0.0
45052,fec09451,0,4,3,1.0,1.0,1.0,1,21.0,4.0,3,3,4,0.0
45076,fedbabbb,0,123,30,59.0,17.0,47.0,5,670.0,123.0,30,13,123,0.0
45079,fedd2bc5,0,9,12,1.0,1.0,1.0,1,169.0,9.0,12,12,9,0.0
45100,fefb2f33,0,5,35,2.0,2.0,2.0,1,50.0,0.0,35,35,5,1.0
45110,ff05db81,0,6,134,1.0,1.0,1.0,1,50.0,0.0,134,134,6,1.0
45127,ff1b6a80,0,2,2,1.0,1.0,1.0,1,1.0,2.0,2,2,2,0.0
45176,ff500959,0,80,12,29.0,9.0,15.0,7,530.0,80.0,12,7,80,0.0
45220,ff884f1a,0,109,8,89.0,10.0,43.0,4,489.00000000000006,109.0,8,5,109,1.0
45224,ff8a5f4a,0,81,76,32.0,10.0,24.0,8,206.0,25.0,76,5,81,0.0
45225,ff8a9723,0,89,8,36.0,7.0,25.0,7,584.0,89.0,8,0,89,0.0
45247,ffaf0844,0,34,16,10.0,4.0,9.0,2,462.00000000000006,34.0,16,16,34,0.0
45286,ffef83e6,0,216,65,167.0,28.0,69.0,24,327.0,101.0,65,3,216,0.0
